Year,CityID_From,CityID_To,Connections,Distance
2004,394,1842,0,118.321
2004,394,2103,0,216.406
2004,396,379,106,122.857
2004,396,380,3,116.119
2004,396,381,4,53.391
2004,396,382,0,210.211
2004,396,383,0,297.623
2004,396,384,2,243.899
2004,396,385,4,120.794
2004,396,386,1,134.86
2004,396,387,2,185.9
2004,396,388,0,337.685
2004,396,389,0,94.527
2004,396,390,0,182.348
2004,396,391,0,302.375
2004,396,392,0,171.453
2004,396,393,0,334.371
2004,396,394,0,229.602
2004,396,1842,0,244.132
2004,396,2103,0,59.907
2004,1842,379,28,141.05
2004,1842,380,1,286.79
2004,1842,381,0,282.148
2004,1842,382,0,135.148
2004,1842,383,2,58.44
2004,1842,384,0,185.057
2004,1842,385,0,329.585
2004,1842,386,0,110.111
2004,1842,387,0,100.259
2004,1842,388,0,223.575
2004,1842,389,0,164.043
2004,1842,390,0,150.615
2004,1842,391,0,83.867
2004,1842,392,0,215.594
2004,1842,393,0,191.808
2004,1842,394,0,118.504
2004,1842,396,0,243.774
2004,1842,2103,0,244.593
2004,2103,379,17,108.681
2004,2103,380,0,175.706
2004,2103,381,0,99.977
2004,2103,382,0,239.129
2004,2103,383,3,296.935
2004,2103,384,1,206.802
2004,2103,385,0,178.671
2004,2103,386,1,157.045
2004,2103,387,0,171.724
2004,2103,388,0,305.503
2004,2103,389,0,131.756
2004,2103,390,2,162.431
2004,2103,391,0,288.199
2004,2103,392,0,224.436
2004,2103,393,0,320.195
2004,2103,394,0,215.426
2004,2103,396,0,59.807
2004,2103,1842,0,243.444
2005,379,380,954,218.669
2005,379,381,790,172.582
2005,379,382,1222,168.367
2005,379,383,1220,194.517
2005,379,384,984,122.232
2005,379,385,438,226.524
2005,379,386,557,84.142
2005,379,387,886,63.724
2005,379,388,501,215.509
2005,379,389,344,99.179
2005,379,390,350,60.172
2005,379,391,275,180.199
2005,379,392,226,189.771
2005,379,393,327,212.195
2005,379,394,617,107.426
2005,379,396,495,122.776
2005,379,1842,182,141.026
2005,379,2103,139,109.108
2005,380,379,954,218.697
2005,380,381,64,98.981
2005,380,382,29,202.51
2005,380,383,16,340.109
2005,380,384,14,339.739
2005,380,385,62,48.736
2005,380,386,10,178.733
